REGISTRO_ANCINE;RAZAO_SOCIAL;CNPJ;REGISTRO_ANCINE_ASSOCIADO;AGENTE_ECONOMICO_ASSOCIADO;CNPJ_ASSOCIADO;RELACAO;DATA_ASSOCIACAO
14332;MACADAMIA PRODUCOES CINEMATOGRAFICAS LTDA;09.352.760/0001-32;46762;HENRIQUE ZUMPICHIATTI DO ESPIRITO SANTO PRODUÇÃO CINEMATOGRÁFICA LTDA/CRISTALINO FILMES;35.427.346/0001-55;COLIGAÇÃO;28/09/2020
14367;ASSOCIACAO GM DE PRESTADORES DE SERVIÇOS ARTISTICOS E CULTURAIS;09.381.181/0001-18;32648;BARRACELL PRODUCOES ARTISTICAS LTDA;02.890.928/0001-14;COLIGAÇÃO;06/05/2021
14371;TV MINAS CENTRO-OESTE LTDA;01.710.918/0001-97;4264;RÁDIO E TELEVISÃO CV LTDA;02.374.250/0001-17;COLIGAÇÃO;04/12/2018
14388;B.R.M. COSTA DE LIMA - ME;07.865.616/0001-74;39924;VANGUARDA COMUNICACAO DIGITAL LTDA;26.123.250/0001-02;COLIGAÇÃO;21/05/2024
14396;REDE DE COMUNICAÇÃO NILTON LINS LTDA.;07.874.532/0001-05;39395;A N L EDICAO DE LIVROS LTDA - EPP;29.069.319/0001-55;COLIGAÇÃO;02/04/2024
14397;VISION COMUNICAÇÕES E EVENTOS LTDA.;10.176.948/0001-56;21032;PANA COMUNICACOES E SERVICOS GRAFICOS LTDA;14.811.959/0001-11;COLIGAÇÃO;02/09/2019
14413;BABOON PRODUÇÕES E EMPREENDIMENTOS LTDA.;06.251.324/0001-89;45982;VOID FILMES LTDA;35.777.453/0001-03;COLIGAÇÃO;01/07/2020
14413;BABOON PRODUÇÕES E EMPREENDIMENTOS LTDA.;06.251.324/0001-89;36933;OKTOPUS FILMES LTDA.;10.439.298/0001-94;COLIGAÇÃO;27/02/2023
14448;CJFLASH MARKETING E DESIGN LTDA;05.205.047/0001-05;47578;PVMJ PRODUÇOES LTDA;11.203.522/0001-07;COLIGAÇÃO;19/01/2021
14451;CASA DO MATO PRODUCOES MUSICAIS LTDA;07.801.800/0001-50;54467;COMPANHIA DOS MÚSICOS LTDA;00.233.869/0001-86;COLIGAÇÃO;21/08/2023
14469;ATIVA ASCOM LTDA;07.932.269/0001-55;49236;CAJU PRODUÇÕES E EVENTOS LTDA;39.144.799/0001-25;COLIGAÇÃO;09/08/2021
14469;ATIVA ASCOM LTDA;07.932.269/0001-55;46595;SISTEMA TIMON DE RADIODIFUSÃO LTDA;10.305.548/0001-01;COLIGAÇÃO;15/09/2020
14491;LUMINA PRODUÇÕES LTDA;05.053.742/0001-07;1098;ACESA PRODUÇÕES I LTDA;00.499.424/0001-42;COLIGAÇÃO;07/05/2008
14492;PAGINA EDITORA E COMERCIO DE LIVROS LTDA;09.042.517/0001-18;50516;CRIANÇAS INTELIGENTES DESENVOLVIMENTO DE CONTEÚDO EDUCACIONAL LTDA;36.536.962/0001-07;COLIGAÇÃO;14/02/2022
14494;TVJ VIDEO PRODUCOES LTDA;10.214.276/0001-26;28420;JUAREZ FERREIRA DA SILVA FILMES;20.140.395/0001-35;COLIGAÇÃO;14/01/2020
14496;POSTO 9 PRODUÇÕES ARTÍSTICAS LTDA.;07.193.110/0001-66;46376;POSTO 9 ENTRETENIMENTO LTDA.;10.141.733/0001-08;COLIGAÇÃO;19/08/2020
14506;CASA DE TEATRO PRODUÇÕES ARTISTICAS LTDA;06.335.768/0001-00;29699;BOA VIDA PRODUÇÕES ARTÍSTICAS LTDA;00.595.079/0001-40;COLIGAÇÃO;08/10/2020
14506;CASA DE TEATRO PRODUÇÕES ARTISTICAS LTDA;06.335.768/0001-00;39288;TABA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA;29.932.773/0001-98;COLIGAÇÃO;02/04/2024
14518;PROMORIO PRODUÇÕES LTDA- ME;10.304.977/0001-56;31855;PROMORIO PRODUCOES LTDA;15.194.629/0001-97;COLIGAÇÃO;10/02/2021
14518;PROMORIO PRODUÇÕES LTDA- ME;10.304.977/0001-56;42314;GABRIELA P CEZAR PRODUÇÕES E CINEMA ME;32.302.209/0001-04;COLIGAÇÃO;21/02/2019
14531;COISA DE CINEMA - CINEMA E VÍDEO LTDA ME;00.845.658/0001-02;3758;ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA;06.953.374/0001-08;COLIGAÇÃO;25/11/2021
14534;RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA;04.552.791/0001-13;13949;RADIO E TELEVISAO CAPITAL LTDA;02.579.308/0001-69;COLIGAÇÃO;16/05/2024
14534;RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA;04.552.791/0001-13;4138;TELEVISAO SOCIEDADE LIMITADA;25.288.333/0001-99;COLIGAÇÃO;04/03/2013
14534;RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA;04.552.791/0001-13;251;RADIO E TELEVISAO RECORD S.A;60.628.369/0001-75;CONTROLE;03/07/2019
14538;ASSOCIAÇÃO CULTURAL MIX BRASIL;04.127.580/0001-33;43647;JOSELAINE FOGAÇA DE ALMEIDA;16.955.078/0001-08;COLIGAÇÃO;01/08/2019
14558;LATIN AMERICAN FILM INSTITUTE PRODUÇÕES AUDIOVISUAIS E COMERCIO LTDA;09.087.848/0001-74;48569;STIPP FILMES LTDA;41.772.026/0001-35;COLIGAÇÃO;07/06/2021
14567;RBS PARTICIPACOES S A;68.737.857/0001-22;4035;TV COLIGADAS DE SANTA CATARINA S A;82.645.029/0001-95;CONTROLE;07/06/2018
14567;RBS PARTICIPACOES S A;68.737.857/0001-22;4710;RBS EMPRESA DE TVA LTDA;93.049.245/0001-94;COLIGAÇÃO;30/08/2018
14568;THOMAS LARSON - ME;10.198.277/0001-24;29432;LALA PRODUÇÕES ARTÍSTICAS LTDA - ME;18.883.360/0001-44;COLIGAÇÃO;04/07/2023
14574;RED TERRA STUDIOS LTDA;10.378.423/0001-01;50029;GENTE URBANA PRODUÇÕES CINEMATOGRÁFICAS LTDA;43.728.695/0001-35;COLIGAÇÃO;24/11/2021
14574;RED TERRA STUDIOS LTDA;10.378.423/0001-01;42565;PURE RED STUDIOS LTDA;31.935.854/0001-93;COLIGAÇÃO;19/01/2024
14580;JOSÉ JORGE LAGO CARDOSO JUNIOR;09.619.698/0001-00;49743;LIFE NEGOCIOS CRIATIVOS EIRELI;43.409.776/0001-72;COLIGAÇÃO;08/10/2021
14590;SOBRETUDO PRODUÇÃO AUDIOVISUAL E ARTÍSTICA LTDA.;10.441.993/0001-90;49307;PORTANTO CINEMA E PRODUÇÃO LTDA;42.856.105/0001-97;COLIGAÇÃO;17/08/2021
14603;STUDIUM P.A ÁUDIO E VÍDEO LTDA EPP;58.374.497/0001-98;2294;HS COMERCIO, LOCACOES E SERVICOS DE INFORMATICA AUDIO E VIDEO LTDA;04.496.798/0001-65;COLIGAÇÃO;25/08/2022
14617;W7 BRASIL PRODUÇÕES ARTÍSTICAS LTDA;10.266.371/0001-73;36121;FKSERVIÇOS E PRODUÇÕES ARTISTICAS LTDA;12.347.488/0001-07;COLIGAÇÃO;20/06/2022
14626;EMILIA PRODUÇÕES LTDA-ME;09.580.791/0001-40;21213;PUECH PRODUÇÕES LTDA. ME;07.157.961/0001-53;COLIGAÇÃO;20/06/2022
14632;MARY DE SOUZA GOULART;03.228.398/0001-06;23927;VEMDOSOM SOLUÇÕES AUDIOVISUAIS LTDA ME;17.557.355/0001-89;COLIGAÇÃO;29/04/2024
14649;MAIOMIDIA COMUNICACAO LTDA;06.296.389/0001-40;743;LUZ MÁGICA PRODUÇÕES AUDIOVISUAIS LTDA;73.586.513/0001-08;COLIGAÇÃO;02/04/2024
14649;MAIOMIDIA COMUNICACAO LTDA;06.296.389/0001-40;163;RIO VERMELHO FILMES LTDA;01.233.122/0001-90;COLIGAÇÃO;04/03/2013
14650;TV ON COMUNICAÇÃO LTDA;32.634.792/0001-42;39461;MARIA DA CONCEIÇÃO DE OLIVEIRA BARBOSA;04.691.932/0001-89;COLIGAÇÃO;12/04/2024
14665;PAVIRADA FILMES E PRODUÇÕES LTDA;08.847.593/0001-38;42875;MOMENTO PRODUCAO ARTISTICA E CULTURAL LTDA;31.370.975/0001-35;COLIGAÇÃO;05/03/2024
14672;MARCELO FAHD - ME;07.949.586/0001-84;34598;TAPPI DESENVOLVIMENTO VISUAL LTDA. - ME;13.681.295/0001-50;COLIGAÇÃO;20/06/2022
14690;CARLOS ANDRÉ COSTANTIN;03.334.227/0001-61;56274;INSTITUTO VENTO;51.107.827/0001-30;COLIGAÇÃO;27/03/2024
14705;ARTE PRODUÇÃO E ADMINISTRAÇÃO DE EMPREENDIMENTOS CULTURAIS LTDA;06.814.372/0001-38;1288;PAULO PÉLICO - ME;01.301.355/0001-83;COLIGAÇÃO;08/12/2022
14705;ARTE PRODUÇÃO E ADMINISTRAÇÃO DE EMPREENDIMENTOS CULTURAIS LTDA;06.814.372/0001-38;6392;CASA JABUTICABA DE CINEMA E TEATRO LTDA;03.039.811/0001-94;COLIGAÇÃO;14/12/2022
14735;99 PRODUCOES ARTISTICAS LTDA;08.991.631/0001-21;50882;COENTRO PRODUÇÕES LTDA;44.473.145/0001-85;COLIGAÇÃO;26/06/2023
14737;IGB PUBLICIDADE E PROMOÇÃO LTDA;08.408.518/0001-70;46600;INTELI GENTE - PROMOCOES E COMUNICACAO LTDA.;18.294.781/0001-30;CONTROLE;15/09/2020
14742;LATA FILMES LTDA EPP;09.372.544/0001-59;5286;LP - LAZ PRODUÇÕES ARTÍSTICAS LTDA - ME;05.005.031/0001-59;COLIGAÇÃO;12/06/2024
14742;LATA FILMES LTDA EPP;09.372.544/0001-59;1891;ROCHA RIO PRODUÇÕES ARTÍSTICAS LTDA;04.378.007/0001-00;COLIGAÇÃO;02/04/2024
14763;TEVELOGIA PRODUÇÕES ARTÍSTICAS LTDA. - ME;10.405.774/0001-56;45598;CAROLINE CAVALCANTI MARGONI PRODUÇÕES;09.330.357/0001-02;COLIGAÇÃO;29/04/2020
14842;TAKE ONE COMUNICAÇÃO LTDA;05.204.875/0001-29;57121;HOLANDA PRODUCAO LTDA;53.320.282/0001-70;COLIGAÇÃO;09/01/2024
14846;TVERAMA COMUNICAÇÃO LTDA;08.323.064/0001-35;4026;SANTA TV COMUNICAÇÃO LTDA.;61.847.729/0001-92;COLIGAÇÃO;04/03/2013
14847;G.RS - COMÉRCIO DE PRODUTOS EM DVD E FILMAGENS LTDA;10.272.906/0001-19;24522;JUR PRODUCOES LTDA - ME;17.482.363/0001-03;COLIGAÇÃO;22/05/2019
14847;G.RS - COMÉRCIO DE PRODUTOS EM DVD E FILMAGENS LTDA;10.272.906/0001-19;20678;JMS PRODUCOES LTDA - ME;11.364.594/0001-36;COLIGAÇÃO;22/08/2019
14847;G.RS - COMÉRCIO DE PRODUTOS EM DVD E FILMAGENS LTDA;10.272.906/0001-19;36829;S. M. VIDEO PRODUCOES LTDA;27.206.441/0001-09;COLIGAÇÃO;27/03/2023
14867;MALABAR FILMES CONTEUDO E ARTE LTDA. ME;09.297.848/0001-07;25834;MFCA COMUNICACOES LTDA;17.524.733/0001-28;COLIGAÇÃO;11/01/2024
14880;GINGA COMUNICAÇÃO LTDA;06.196.111/0001-00;37635;SESSÃO PREMIERE MÍDIA E COMUNICAÇÃO LTDA.;08.255.651/0001-34;COLIGAÇÃO;09/03/2023
14882;WEST SIDE SHOPPING CENTER LTDA;68.761.170/0001-22;51080;WEST CINE LTDA;44.246.458/0001-09;COLIGAÇÃO;27/04/2022
14895;BDEVACA SERVICOS DE PRODUCAO LTDA;10.470.042/0001-40;56763;DEZPRASONZE SERVIÇOS DE PRODUÇÃO LTDA;47.768.000/0001-08;COLIGAÇÃO;06/12/2023
14913;INSTITUTO DEPARTE DE ARTE, OFICIOS E CIDADANIA;10.304.883/0001-87;39803;MAHET PRODUCOES LTDA;30.297.183/0001-10;COLIGAÇÃO;01/12/2023
14938;VÂNIA ALVES SMITH LIMA;05.791.137/0001-25;23229;TEM DENDE PRODUCOES LTDA - ME;15.128.758/0001-87;COLIGAÇÃO;04/12/2020
14943;GABRIEL LEHTO GOMES COMUNICAÇÕES ME;02.873.851/0001-74;45918;NUCLEO 8 COMUNICAÇÕES LTDA ME;26.645.229/0001-77;COLIGAÇÃO;23/06/2020
14949;GUARIBA FILMES LTDA - ME;09.513.620/0001-07;17254;LIRA FILMES E VÍDEO LTDA;61.106.779/0001-19;COLIGAÇÃO;28/08/2013
14949;GUARIBA FILMES LTDA - ME;09.513.620/0001-07;1683;ECOFALANTE;05.678.997/0001-57;COLIGAÇÃO;17/12/2019
14950;SUPER HD VÍDEO EIRELI-ME;08.419.700/0001-27;33092;VOA FILMES EIRELI;12.571.695/0001-40;COLIGAÇÃO;29/07/2021
14960;FUNDIÇÃO 96 PRODUÇÕES CINEMATOGRÁFICAS LTDA.;09.603.138/0001-50;52683;TBHO AUDIOVISUAL LTDA;48.627.440/0001-08;COLIGAÇÃO;24/01/2023
14962;OZ PRODUÇÕES ARTÍSTICAS, MUSICAIS E CINEMATOGRÁFICAS LTDA.;10.561.752/0001-85;33008;TRECO PRODUÇÕES ARTÍSTICAS LTDA;14.682.978/0001-95;COLIGAÇÃO;11/05/2021
14963;WVC VIDEO E COMUNICAÇÃO LTDA;01.654.654/0001-00;43818;UM MAKER VIDEO PRODUTORA LTDA;33.946.707/0001-44;COLIGAÇÃO;05/12/2023
14964;CASE PUBLICIDADE LTDA - EPP;09.032.503/0001-13;36499;CASE PRODUÇÃO E PROMOÇÃO CULTURAL EIRELI;19.704.357/0001-89;COLIGAÇÃO;20/06/2022
14995;MEIA PIPA PRODUÇÕES ARTISTICAS E CINEMATOGRÁFICAS LTDA.;03.147.585/0001-65;15785;ZOLA FILMES LTDA;10.874.608/0001-07;COLIGAÇÃO;14/12/2020
15023;LIDER - PRODUÇÕES E EVENTOS LTDA;07.331.539/0001-72;31971;MARLETE CELLA;11.758.978/0001-33;COLIGAÇÃO;31/01/2022
15024;CASELLI & REBOUCAS FILMES LTDA -ME;08.206.852/0001-41;46070;FILMLAB PRODUCOES CINEMATOGRAFICAS LTDA;29.665.880/0001-05;COLIGAÇÃO;10/07/2020
15044;CONTENTE PRODUÇÕES LTDA.;08.371.400/0001-15;15520;ESTUDIO FLIPERAMA LTDA;10.346.102/0001-17;COLIGAÇÃO;11/10/2017
15044;CONTENTE PRODUÇÕES LTDA.;08.371.400/0001-15;442;ESPAÇO DIGITAL SERVIÇOS S/C LTDA;02.470.460/0001-09;COLIGAÇÃO;04/03/2013
15055;TERRA DIGITAL PRODUÇÕES MULTIMÍDIA LTDA;00.906.050/0001-32;1519;ALTER FILMES PRODUÇÕES AUDIOVISUAIS LTDA;35.944.784/0001-90;COLIGAÇÃO;04/03/2013
15062;PADUA E SAAD ESTUDIO LTDA - EPP;10.355.342/0001-88;22169;AE PRODUCOES CULTURAIS LTDA EPP;12.355.705/0001-00;COLIGAÇÃO;07/06/2021
15084;PRAIA PRODUÇÕES DE FILMES PARA PUBLICIDADE EIRELI;10.585.355/0001-43;46881;FABRICIO PEREIRA DE MENEZES;36.822.558/0001-08;COLIGAÇÃO;06/10/2020
15092;JOSUE´S CINE & FOTO LTDA;07.723.488/0001-24;45996;JOSUÉ´S CINE ARCOS LTDA.;33.564.975/0001-00;COLIGAÇÃO;02/07/2020
15092;JOSUE´S CINE & FOTO LTDA;07.723.488/0001-24;28341;JOSUE'S CINE ALAMEDA LTDA;21.428.764/0001-52;COLIGAÇÃO;22/12/2023
15092;JOSUE´S CINE & FOTO LTDA;07.723.488/0001-24;34841;JONASCE LTDA.- ME;00.977.351/0001-57;COLIGAÇÃO;01/09/2022
15092;JOSUE´S CINE & FOTO LTDA;07.723.488/0001-24;19845;JOSUÉ´S CINE SAMONTE LTDA.;13.067.326/0001-88;COLIGAÇÃO;15/07/2020
15092;JOSUE´S CINE & FOTO LTDA;07.723.488/0001-24;20441;CINE CANASTRA LTDA;14.583.558/0001-51;COLIGAÇÃO;28/07/2020
15092;JOSUE´S CINE & FOTO LTDA;07.723.488/0001-24;16897;JOSUÉ´S CINE HOTEL FAZENDA SOBRADINHO LTDA-ME;11.571.077/0001-38;COLIGAÇÃO;01/09/2022
15092;JOSUE´S CINE & FOTO LTDA;07.723.488/0001-24;56989;JOSUÉ´S CINE LAGOA DA PRATA LTDA;40.202.668/0001-36;COLIGAÇÃO;21/12/2023
15092;JOSUE´S CINE & FOTO LTDA;07.723.488/0001-24;17776;JOSUE'S CINE SHOPPING LTDA;11.122.144/0001-37;COLIGAÇÃO;08/12/2020
15092;JOSUE´S CINE & FOTO LTDA;07.723.488/0001-24;46087;JOSUE'S CINE SANTA CRUZ LTDA;36.187.298/0001-38;COLIGAÇÃO;22/12/2023
15098;CACO MOTION LTDA.;09.265.579/0001-99;5005;CACO DISCO PRODUÇÃO LTDA;07.442.094/0001-06;COLIGAÇÃO;20/06/2022
15100;QUERO FILMES LTDA - ME;09.350.378/0001-90;46318;VICTOR L. DOS SANTOS AUDIOVISUAL;16.991.584/0001-44;COLIGAÇÃO;12/08/2020
15107;LM CAVALCANTE VASCONCELOS SERVIÇOS LTDA-ME;08.251.098/0001-61;57663;LUMAX - PUBLICIDADE E CONSULTORIA LTDA;28.248.229/0001-69;COLIGAÇÃO;08/03/2024
15117;TELOS EMPREENDIMENTOS CULTURAIS LTDA;07.623.232/0001-45;28472;PEDRO HENRIQUE LONGHI - ME;03.523.253/0001-38;COLIGAÇÃO;07/02/2020
15121;J.D.CAMILLO EMPRESA CINEMATOGRAFICA;10.626.318/0001-36;16464;DANIEL - PROMOÇÕES ARTÍSTICAS LTDA;02.431.101/0001-42;COLIGAÇÃO;17/11/2021
15146;PINHEIRO E PAIVA SERVIÇOS DE COMUNICAÇÃO LTDA;10.510.690/0001-82;34744;P E P SERVIÇOS DE COMUNICAÇÃO EIRELI - EPP;21.810.900/0001-74;COLIGAÇÃO;20/06/2022
15146;PINHEIRO E PAIVA SERVIÇOS DE COMUNICAÇÃO LTDA;10.510.690/0001-82;50672;BADOGUE SERVICOS DE COMUNICACAO LTDA;40.820.712/0001-71;COLIGAÇÃO;07/03/2022
15146;PINHEIRO E PAIVA SERVIÇOS DE COMUNICAÇÃO LTDA;10.510.690/0001-82;40547;PAIVA & SOUSA SERVICOS DE COMUNICACAO LTDA;30.759.883/0001-89;COLIGAÇÃO;13/05/2024
15177;REDE OESTE PAULISTA DE CINEMAS LTDA.;05.108.185/0001-76;25608;MIGUEL ARCANJO CORRÊA CINEMA - ME;15.716.105/0001-19;COLIGAÇÃO;14/08/2023
15186;INSTITUTO AYRTON SENNA;00.328.072/0001-62;15331;AYRTON SENNA EMPREENDIMENTOS LTDA.;52.242.286/0001-15;COLIGAÇÃO;20/06/2022
15200;PARANOID BRASIL LTDA;10.207.497/0001-77;16180;PARANOID FILMES LTDA;11.140.814/0001-48;COLIGAÇÃO;09/02/2024
15206;ELASTICA PRODUCOES CINEMATOGRAFICAS LTDA ME;09.163.961/0001-91;1595;TRATTORIA DIGITAL PRODUÇÕES LTDA/EPP;05.731.103/0001-45;COLIGAÇÃO;30/08/2018
15223;FUBÁ FILMES LTDA;10.503.368/0001-26;1283;TG VIDEO E CINEMA LTDA;00.389.477/0001-00;COLIGAÇÃO;04/03/2013
15224;LOOKMADE PRODUÇÕES VISUAIS LTDA - EPP;10.585.225/0001-00;45145;BLUFILME PRODUÇÕES EIRELI;35.950.640/0001-47;COLIGAÇÃO;17/02/2020
15303;SUBLIME COMUNICAÇÃO LTDA;09.485.440/0001-50;4200;DANIEL RECH AGENCIA DE PROPAGANDAS LTDA;02.568.592/0001-78;COLIGAÇÃO;05/12/2023
15311;GRUPO MIDIA PUBLICIDADES E EVENTOS LTDA - ME;10.366.686/0001-92;51639;LUMINE PRODUCOES CINEMATOGRÁFICAS LTDA;29.995.326/0001-88;COLIGAÇÃO;18/07/2022
15315;BRIEFING MARKETING LTDA;10.491.984/0001-04;19803;CARTELATV EIRELI;13.481.097/0001-43;COLIGAÇÃO;15/07/2021
15331;AYRTON SENNA EMPREENDIMENTOS LTDA.;52.242.286/0001-15;15186;INSTITUTO AYRTON SENNA;00.328.072/0001-62;COLIGAÇÃO;23/06/2020
15353;PEITO DE POMBA COMUNICAÇÃO LTDA;07.531.750/0001-39;49423;STIGMATA PRODUÇÕES CINEMATOGRÁFICAS EIRELI;21.598.359/0001-82;COLIGAÇÃO;02/09/2021
15358;PIGMENTO CINEMATOGRAFICO LTDA;10.679.333/0001-42;55736;SEMENTE SERVIÇOS DE EDUCAÇÃO AUDIOVISUAL LTDA;38.163.258/0001-81;COLIGAÇÃO;19/10/2023
15365;TUDO DE SOM PRODUÇÕES LTDA;07.901.398/0001-86;18668;TUDO DE BOM PRODUÇÕES LTDA;04.143.430/0001-13;COLIGAÇÃO;07/02/2020
15368;LATINAMERICA ENTRETENIMENTO INTERNACIONAL LTDA;09.416.289/0001-07;2658;LATINAMERICA ENTRETENIMENTO LTDA;04.768.987/0001-40;COLIGAÇÃO;22/11/2022
15370;PERDIDAS ILUSÕES LTDA;10.485.031/0001-33;39462;JUREMA PRODUÇÕES CINEMATOGRÁFICAS E TELEVISIVAS LTDA;17.508.492/0001-23;COLIGAÇÃO;11/03/2022
15410;TILT CINE VÍDEO LTDA;10.738.051/0001-79;19561;INFINITY CINE VIDEO LTDA;13.298.891/0001-56;COLIGAÇÃO;07/06/2018
15413;S. D. M. SILVEIRA;09.410.684/0001-74;24738;CENTOPEIA FILMES LTDA;18.090.345/0001-49;COLIGAÇÃO;23/02/2024
15452;QAQ - PRODUÇÕES DE FILMES E VIDEOS LTDA - ME;07.906.421/0001-25;51583;K.JU PRODUCOES AUDIOVISUAIS LTDA;45.245.018/0001-91;COLIGAÇÃO;07/07/2022
15489;NQDR COMUNICAÇÃO LTDA;10.588.486/0001-84;1676;MOR PRODUÇÕES LTDA.;04.284.313/0001-70;COLIGAÇÃO;05/12/2008
15514;MAMUTE FILMES LTDA-M.E.;02.028.727/0001-02;49482;JAM FILMES LTDA;41.762.621/0001-90;COLIGAÇÃO;09/09/2021
15520;ESTUDIO FLIPERAMA LTDA;10.346.102/0001-17;15044;CONTENTE PRODUÇÕES LTDA.;08.371.400/0001-15;COLIGAÇÃO;17/09/2020
15538;TV GUARARAPES S.A.;01.769.569/0001-89;36336;TELEVISAO BORBOREMA S/A;08.843.922/0001-72;COLIGAÇÃO;20/06/2022
15538;TV GUARARAPES S.A.;01.769.569/0001-89;36601;RADIO E TELEVISAO O NORTE S/A;08.846.487/0001-30;COLIGAÇÃO;27/02/2023
15538;TV GUARARAPES S.A.;01.769.569/0001-89;1903;TV PONTA VERDE LTDA;09.314.824/0001-00;COLIGAÇÃO;01/08/2022
15543;US ONE COMERCIO E SERVICOS DE CRIACAO E PRODUCAO DE OBRAS COM DIRETOS AUTORAIS LTDA.;10.552.344/0001-67;1916;RT COMÉRCIO E SERVIÇOS DE CRIAÇÃO E PRODUÇÃO DE OBRAS COM DIREITOS AUTORAIS LTDA - EPP.;05.840.498/0001-14;COLIGAÇÃO;21/05/2020
15543;US ONE COMERCIO E SERVICOS DE CRIACAO E PRODUCAO DE OBRAS COM DIRETOS AUTORAIS LTDA.;10.552.344/0001-67;45757;RTRG2019 PRODUCOES ARTISTICAS LTDA;33.825.727/0001-67;COLIGAÇÃO;21/05/2020
15543;US ONE COMERCIO E SERVICOS DE CRIACAO E PRODUCAO DE OBRAS COM DIRETOS AUTORAIS LTDA.;10.552.344/0001-67;4369;CAMISA TREZE CULTURAL LTDA;05.387.293/0001-25;COLIGAÇÃO;21/05/2020
15551;FAZENDA URBANA DIGITAL PRODUÇÕES LTDA - ME;10.809.086/0001-51;42074;VOYAGER PARQUES TEMATICOS - EIRELI;29.765.812/0001-00;COLIGAÇÃO;25/01/2019
15551;FAZENDA URBANA DIGITAL PRODUÇÕES LTDA - ME;10.809.086/0001-51;41787;ARVORE EXPERIENCIAS IMERSIVAS EIRELI;27.028.270/0001-67;COLIGAÇÃO;12/06/2024
15568;CIRCUITO ENTRETENIMENTO E CINEMAS LTDA;08.068.712/0001-54;40961;CIRCUITO BOMBONIERE LTDA;13.459.269/0001-82;COLIGAÇÃO;16/05/2024
15574;GLM PRODUÇÕES ARTÍSTICAS LTDA;07.744.376/0001-50;20372;CENTRO AFRO CARIOCA DE CINEMA;10.205.079/0001-40;COLIGAÇÃO;03/09/2018
15576;ROB DIGITAL LTDA;02.516.931/0001-72;927;ROB FILMES LTDA.;14.173.637/0001-94;COLIGAÇÃO;30/08/2018
15576;ROB DIGITAL LTDA;02.516.931/0001-72;17748;ASSOCIAÇÃO POLO RIO CINE VIDEO E COMUNICAÇÃO - RIOCOM;31.887.052/0001-55;COLIGAÇÃO;17/01/2019
15579;MARCOS FROTA PRODUÇÕES ARTÍSTICAS LTDA.;40.439.010/0001-42;41016;INSTITUTO CULTURAL E ASSISTENCIAL SÃO FRANCISCO DE ASSIS - ICASFA;00.665.972/0001-03;COLIGAÇÃO;16/05/2024
15599;EMBRATEL TVSAT TELECOMUNICACOES SA;09.132.659/0001-76;39859;TELMEX DO BRASIL S.A.;02.667.694/0001-40;COLIGAÇÃO;16/05/2024
15599;EMBRATEL TVSAT TELECOMUNICACOES SA;09.132.659/0001-76;43941;CLARO NXT TELECOMUNICAÇÕES S.A.;66.970.229/0001-67;CONTROLE;24/12/2021
15599;EMBRATEL TVSAT TELECOMUNICACOES SA;09.132.659/0001-76;28660;CLARO S.A.;40.432.544/0001-47;COLIGAÇÃO;22/11/2021
15604;PIABANHA PRODUÇÕES ARTÍSTICAS LTDA;08.872.630/0001-68;41733;LAND ESCAPE PRODUÇÕES AUDIOVISUAIS LTDA;31.680.989/0001-55;COLIGAÇÃO;12/06/2024
15609;GUIZA PRODUÇÕES AUDIOVISUAIS LTDA;10.792.622/0001-53;47407;LAMA PRODUÇÕES AUDIOVISUAIS LTDA;10.748.830/0001-55;COLIGAÇÃO;11/12/2020
15626;CASA 5 PRODUÇÕES ARTÍSTICAS LTDA;04.378.171/0001-00;18450;TITAS EMPREENDIMENTOS ARTÍSTICOS LTDA;12.454.020/0001-11;COLIGAÇÃO;24/11/2017
15631;W DIGITAL PRODUÇÕES LTDA;09.547.879/0001-60;2266;GRID DIGITAL PRODUÇÕES LTDA;04.890.196/0001-98;COLIGAÇÃO;06/11/2009
15639;NEW CONTENT EDITORA E PRODUTORA LTDA;08.948.263/0001-39;40415;RIVETTI, FERES E ALCÂNTARA PARTICIPAÇÃO S.A.;07.920.282/0001-94;COLIGAÇÃO;12/06/2024
15639;NEW CONTENT EDITORA E PRODUTORA LTDA;08.948.263/0001-39;31310;EDOARDO RIVETTI - ME;12.236.522/0001-76;COLIGAÇÃO;08/12/2020
15673;VITOMAQ PRODUÇÕES ARTISTICAS E CINEMA LTDA - ME;07.617.254/0001-00;36183;CINELUZ CINEMA LTDA;27.232.323/0001-67;COLIGAÇÃO;26/10/2022
15711;LEGENDEI PRODUCOES LTDA;08.940.950/0001-08;43305;5600K PRODUÇÕES LTDA;33.643.237/0001-40;COLIGAÇÃO;26/06/2019
15742;COMPANHIA RIO BONITO - COMUNICAÇÕES;06.017.510/0001-58;53221;PRH9 PRODUÇÕES S/A;02.396.693/0001-09;COLIGAÇÃO;25/04/2023
15742;COMPANHIA RIO BONITO - COMUNICAÇÕES;06.017.510/0001-58;656;RADIO E TELEVISAO BANDEIRANTES S.A.;60.509.239/0001-13;COLIGAÇÃO;07/10/2020
